"ID","Type","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","classname","numberOfBugsFoundUntil:","numberOfNonTrivialBugsFoundUntil:","numberOfMajorBugsFoundUntil:","numberOfCriticalBugsFoundUntil:","numberOfHighPriorityBugsFoundUntil:","bug","nonTrivialBugs","majorBugs","criticalBugs","highPriorityBugs","numberOfVersionsUntil:","numberOfFixesUntil:","numberOfRefactoringsUntil:","numberOfAuthorsUntil:","linesAddedUntil:","maxLinesAddedUntil:","avgLinesAddedUntil:","linesRemovedUntil:","maxLinesRemovedUntil:","avgLinesRemovedUntil:","codeChurnUntil:","maxCodeChurnUntil:","avgCodeChurnUntil:","ageWithRespectTo:","weightedAgeWithRespectTo:","CvsEntropy","CvsWEntropy","CvsLinEntropy","CvsLogEntropy","CvsExpEntropy","cbo","dit","fanIn","fanOut","lcom","noc","numberOfAttributes","numberOfAttributesInherited","numberOfLinesOfCode","numberOfMethods","numberOfMethodsInherited","numberOfPrivateAttributes","numberOfPrivateMethods","numberOfPublicAttributes","numberOfPublicMethods","rfc","wmc"
"L86852","Class","$className$","$packageName$.$className$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/view/java/$className$.java","49","1","106","3","0","0","0","0","0","0","0","0","1","0","0","6","1","0","0","0","6","0.25","0.361111","26","26","2","6","0.361111","26","0","0","0","0","0","46","58","25","3","25","3","6","0","6","1","6","6","0","6","1","46","58","25","3","25","3","6","0","6","1","6","6","0","6","1"
"L87493","Class","$className$","$packageName$.$className$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.3/helloWorldCmd/java/$className$.java","15","1","34","2","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","2","1","0.5","12","12","4","0","0.5","12","0","0","0","0","0","12","20","0","0","0","0","2","0","2","0","2","3","0","2","0","12","20","0","0","0","0","2","0","2","0","2","3","0","2","0"
"L86553","Class","$contributorClassName$","$packageName$.$contributorClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/multiPageEditor/java/$contributorClassName$.java","21","1","103","2","0.43038","1","2","2","0.289157","0.352941","24","24","1","1","1","10","0","0","0","0","6","0.6","0.1875","15","15","3","2","0.180723","15","0","0","0","0","0","65","80","2","1","2","1","6","0","4","1","6","28","0","4","1","68","83","2","1","2","1","7","0","5","1","7","29","0","5","1"
"L86571","Class","$contributorClassName$$1","$packageName$.$contributorClassName$$1","L86559","L103","src/org.eclipse.pde.ui.templates/templates_3.0/multiPageEditor/java/$contributorClassName$.java","84","31","88","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0"
"L86046","Class","$decoratorClassName$","$packageName$.$decoratorClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/decorator/java/$decoratorClassName$.java","30","1","122","2","0","0","0","0","0","0","0","0","5","2","2","7","0","0","0","0","5","1","0.438202","39","32","6","0","0.438202","39","0","0","0","0","0","50","93","8","0","8","0","5","5","5","0","5","29","5","5","0","50","93","8","0","8","0","5","5","5","0","5","29","5","5","0"
"L86080","Class","$editorClass$","$packageName$.$editorClass$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/editor/java/$editorClass$.java","5","1","20","2","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","13","16","1","0","1","0","2","0","2","0","2","6","0","2","0","13","16","1","0","1","0","2","0","2","0","2","6","0","2","0"
"L87014","Class","$editorClass$","$packageName$.$editorClass$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.1/editor/java/$editorClass$.java","5","1","20","2","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","2","4","0","0","0","0","0","4","0","0","0","0","0","0","0","13","16","1","0","1","0","2","0","2","0","2","6","0","2","0","13","16","1","0","1","0","2","0","2","0","2","6","0","2","0"
"L86577","Class","$editorClassName$","$packageName$.$editorClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/multiPageEditor/java/$editorClassName$.java","44","1","239","2","0","0","0","0","0","0","0","0","8","2","2","23","0","2","1","0","15","1","0.357143","65","65","9","0","0.335052","65","0","0","0","0","0","117","184","3","0","3","0","15","0","8","1","15","68","0","8","1","129","196","3","0","3","0","17","0","10","1","17","76","0","10","1"
"L86592","Class","$editorClassName$$1","$packageName$.$editorClassName$$1","L86590","L103","src/org.eclipse.pde.ui.templates/templates_3.0/multiPageEditor/java/$editorClassName$.java","95","58","99","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0"
"L86631","Class","$editorClassName$$2","$packageName$.$editorClassName$$2","L86626","L103","src/org.eclipse.pde.ui.templates/templates_3.0/multiPageEditor/java/$editorClassName$.java","189","49","199","5","0","0","0","0","0","0","0","0","1","2","2","3","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","11","11","0","0","0","0","1","0","1","0","1","7","0","1","0","11","11","0","0","0","0","1","0","1","0","1","7","0","1","0"
"L86009","Class","$natureClassName$","$packageName$.$natureClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/builder/java/$natureClassName$.java","9","1","80","2","0","0","0","0","0","0","0","0","1","2","2","8","1","1","0","0","4","0.8","0.365079","23","23","4","1","0.365079","23","0","0","0","0","0","40","72","2","1","2","1","4","1","4","1","4","27","1","4","1","40","72","2","1","2","1","4","1","4","1","4","27","1","4","1"
"L86796","Class","$pageClassName$","$packageName$.$pageClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/preferences/java/$pageClassName$.java","28","1","70","2","0","0","0","0","0","0","0","0","2","0","0","3","1","0","0","0","3","0.75","0.431373","22","22","3","1","0.431373","22","0","0","0","0","0","29","43","0","0","0","0","3","0","3","0","3","7","0","3","0","29","43","0","0","0","0","3","0","3","0","3","7","0","3","0"
"L86751","Class","$perspectiveClassName$","$packageName$.$perspectiveClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/perspective/java/$perspectiveClassName$.java","26","1","125","2","0","0","0","0","0","0","0","0","4","0","0","10","0","0","0","0","10","0.333333","0.283333","34","6","1","2","0.283333","34","0","0","0","0","0","86","100","7","0","7","0","10","0","2","0","10","48","0","2","0","86","100","7","0","7","0","10","0","2","0","10","48","0","2","0"
"L86313","Class","$wizardClassName$","$packageName$.$wizardClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/importWizard/java/$wizardClassName$.java","19","1","54","2","0","0","0","0","0","0","0","0","1","1","1","5","1","0","0","1","5","0.6","0.34375","11","9","3","2","0.34375","11","0","0","0","0","0","21","36","1","0","1","0","4","0","4","0","4","10","0","4","0","21","36","1","0","1","0","4","0","4","0","4","10","0","4","0"
"L86638","Class","$wizardClassName$","$packageName$.$wizardClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/newWizard/java/$wizardClassName$.java","29","1","150","2","0","0","0","0","0","0","0","0","2","2","2","13","1","1","1","0","7","1","0.333333","35","34","6","0","0.286885","35","0","0","0","0","0","70","105","2","0","2","0","7","0","4","0","7","36","0","4","0","87","122","2","0","2","0","9","0","6","0","9","43","0","6","0"
"L86650","Class","$wizardClassName$$1","$packageName$.$wizardClassName$$1","L86648","L103","src/org.eclipse.pde.ui.templates/templates_3.0/newWizard/java/$wizardClassName$.java","58","58","68","4","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","11","11","0","0","0","0","1","0","1","0","1","4","0","1","0","11","11","0","0","0","0","1","0","1","0","1","4","0","1","0"
"L86665","Class","$wizardClassName$$2","$packageName$.$wizardClassName$$2","L86653","L103","src/org.eclipse.pde.ui.templates/templates_3.0/newWizard/java/$wizardClassName$.java","113","52","122","4","0","0","0","0","0","0","0","0","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","1","0","1","3","0","1","0","10","10","0","0","0","0","1","0","1","0","1","3","0","1","0"
"L86315","Class","$wizardPageClassName$","$packageName$.$wizardPageClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/importWizard/java/$wizardPageClassName$.java","32","1","115","2","0","0","0","0","0","0","0","0","3","1","1","7","0","3","1","0","6","0","0.303797","24","15","0","2","0.289157","24","0","0","0","0","0","55","80","1","2","1","2","6","0","1","0","6","37","0","1","0","59","84","1","2","1","2","7","0","2","0","7","39","0","2","0"
"L86673","Class","$wizardPageClassName$","$packageName$.$wizardPageClassName$","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/newWizard/java/$wizardPageClassName$.java","29","1","185","2","0","0","0","0","0","0","0","0","1","3","3","24","0","3","3","0","8","0.666667","0.169118","23","23","4","2","0.158621","23","0","0","0","0","0","113","148","3","2","3","2","8","0","4","0","8","72","0","4","0","122","157","3","2","3","2","11","0","7","0","11","75","0","7","0"
"L86337","Class","$wizardPageClassName$$1","$packageName$.$wizardPageClassName$$1","L86333","L103","src/org.eclipse.pde.ui.templates/templates_3.0/importWizard/java/$wizardPageClassName$.java","59","82","64","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0"
"L86686","Class","$wizardPageClassName$$1","$packageName$.$wizardPageClassName$$1","L86682","L103","src/org.eclipse.pde.ui.templates/templates_3.0/newWizard/java/$wizardPageClassName$.java","63","56","67","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0"
"L86691","Class","$wizardPageClassName$$2","$packageName$.$wizardPageClassName$$2","L86682","L103","src/org.eclipse.pde.ui.templates/templates_3.0/newWizard/java/$wizardPageClassName$.java","71","54","75","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0"
"L86697","Class","$wizardPageClassName$$3","$packageName$.$wizardPageClassName$$3","L86682","L103","src/org.eclipse.pde.ui.templates/templates_3.0/newWizard/java/$wizardPageClassName$.java","82","51","86","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0"
"L86348","Class","Application","$packageName$.Application","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.0/intro/java/Application.java","10","1","27","2","0.955556","2","4","2","0.666667","0.857143","12","12","1","2","2","2","1","0","0","0","1","1","0.3","6","6","2","0","0.3","6","0","0","0","0","0","14","18","0","0","0","0","1","0","1","0","1","7","0","1","0","14","18","0","0","0","0","1","0","1","0","1","7","0","1","0"
"L87166","Class","Application","$packageName$.Application","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.1/intro/java/Application.java","10","1","27","2","0.955556","2","4","2","0.666667","0.857143","12","12","1","2","2","2","1","0","0","0","1","1","0.3","6","6","3","0","0.3","6","0","0","0","0","0","14","18","0","0","0","0","1","0","1","0","1","7","0","1","0","14","18","0","0","0","0","1","0","1","0","1","7","0","1","0"
"L87500","Class","Application","$packageName$.Application","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.3/intro/java/Application.java","12","1","45","2","0.977528","3","7","3","0.705882","0.923077","24","24","2","2","2","4","1","0","0","0","2","1","0.290323","9","9","4","0","0.257143","9","0","0","0","0","0","22","30","0","0","0","0","2","0","2","0","2","12","0","2","0","26","34","0","0","0","0","3","0","3","0","3","14","0","3","0"
"L87510","Class","Application$1","$packageName$.Application$1","L87506","L103","src/org.eclipse.pde.ui.templates/templates_3.3/intro/java/Application.java","38","35","43","4","1","1","3","1","1","1","6","6","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0"
"L87136","Class","ApplicationActionBarAdvisor","$packageName$.ApplicationActionBarAdvisor","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.1/helloRCP/java/ApplicationActionBarAdvisor.java","8","1","20","2","0","0","0","0","0","0","0","0","2","0","0","3","0","8","8","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","9","13","0","0","0","0","3","0","1","0","3","1","0","1","0","9","13","0","0","0","0","3","0","1","0","3","1","0","1","0"
"L87172","Class","ApplicationActionBarAdvisor","$packageName$.ApplicationActionBarAdvisor","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.1/intro/java/ApplicationActionBarAdvisor.java","12","1","34","2","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","3","0","0.0625","1","0","0","3","0.0625","1","0","0","0","0","0","15","23","1","0","1","0","3","0","1","0","3","6","0","1","0","15","23","1","0","1","0","3","0","1","0","3","6","0","1","0"
"L87225","Class","ApplicationActionBarAdvisor","$packageName$.ApplicationActionBarAdvisor","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.1/mail/java/ApplicationActionBarAdvisor.java","25","1","91","2","0.745192","2","2","2","0.626866","0.619048","42","26","1","0","0","4","3","0","0","2","6","0.666667","0.275862","16","8","2","1","0.275862","16","0","0","0","0","0","42","67","5","0","5","0","4","0","1","0","4","27","0","1","0","42","67","5","0","5","0","4","0","1","0","4","27","0","1","0"
"L87381","Class","ApplicationActionBarAdvisor","$packageName$.ApplicationActionBarAdvisor","L85744","L103","src/org.eclipse.pde.ui.templates/templates_3.1/viewRCP/java/ApplicationActionBarAdvisor.java","17","1","48","2","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","3","0.666667","0.483871","15","9","2","1","0.483871","15","0","0","0","0","0","16","32","1","0","1","0","3","0","1","0","3","6","0","1","0","16","32","1","0","1","0","3","0","1","0","3","6","0","1","0"
